Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Genre,hiphop,rap,pop,trap,electronic,rnb,femalevocalists,dance,indie,latin,Label
Wassup (feat. Future),Lil Uzi Vert,1693078,0.762,0.622,5,-6.292999999999998,0,0.223,0.35200000000000004,0.0,0.145,0.626,130.019,https://api.spotify.com/v1/audio-analysis/19Ec2gbNtQTE44IizcPjtD,193314,4,"trap,hip hop,rap,yeah,lil uzi vert,trap,hip hop,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eye 2 Eye,Huncho Jack,1692202,0.818,0.65,2,-4.328,1,0.14800000000000002,0.00122,0.0,0.104,0.163,146.015,https://api.spotify.com/v1/audio-analysis/4vwfOiyWxXeEdx4ejAJgdx,190679,4,"trap,rap,hip hop,travis scott,quavo,trap,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
You Make Me,Avicii,1688974,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,https://api.spotify.com/v1/audio-analysis/7HC3sppue0re7HPfo5zscF,233347,4,"electronic,dance,house,avicii,swedish,house,electronic,dance",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Earth,Lil Dicky,1688193,0.6940000000000001,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.6759999999999999,95.941,https://api.spotify.com/v1/audio-analysis/2S1LebN6AXXQqJolBxlWgO,281500,4,"pop,uplifting,hip hop,usa,american,rap,hip hop,comedy",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Lemonade,Internet Money,1687333,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4,"rap,hip hop,hip hop,rap,hip hop,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Leave Me Alone,Flipp Dinero,1686958,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,https://api.spotify.com/v1/audio-analysis/14mHfNsSHN0FbLftyjrV9g,195637,4,"flipp dinero,rap,hip hop,trap,hip hop,trap,cloud rap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Wieder Lila,Samra,1684300,0.6559999999999999,0.7559999999999999,2,-4.026,0,0.3,0.435,0.0,0.0934,0.645,168.03099999999995,https://api.spotify.com/v1/audio-analysis/2kkcJ8tSDV42LdWcPjy6We,188057,4,"pop,eurovision,german,azerbaijan,rap,pop,eurovision,azerbaijan",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Big Shot (with Travis Scott),Kendrick Lamar,1683872,0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.284,130.018,https://api.spotify.com/v1/audio-analysis/5cXg9IQS34FzLVdHhp7hu7,221827,4,"hip hop,kendrick lamar,travis scott,Soundtracl,hip hop",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ric Flair Drip (& Metro Boomin),Offset,1682554,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,"travis scott,hip hop,trap,rap,migos,travis scott,hip hop,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Untouchable,Eminem,1682107,0.5529999999999999,0.8909999999999999,7,-3.388,1,0.505,0.0785,0.0,0.133,0.627,171.738,https://api.spotify.com/v1/audio-analysis/4U6BNYzKPDiMzDq84w67B0,370133,4,"rap,eminem,white boy,10s, hip hop,rap,hip hop,eminem",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Shotgun,George Ezra,1681691,0.672,0.735,5,-4.7330000000000005,1,0.0457,0.28600000000000003,0.0,0.242,0.754,115.741,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4,"indie,folk,singer songwriter,british,indie folk,indie,folk,singer songwriter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Black & Chinese,Huncho Jack,1681439,0.667,0.848,1,-4.1560000000000015,1,0.0928,0.00285,0.0029100000000000003,0.125,0.361,159.15,https://api.spotify.com/v1/audio-analysis/2GByM82VgSrwywP6MVZmsm,172017,4,"trap,rap,hip hop,travis scott,quavo,trap,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bad Luck,Khalid,1681033,0.4320000000000001,0.52,1,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,https://api.spotify.com/v1/audio-analysis/2vsuel3g4zaLYSOY0mOMbi,231653,4,"rnb,soul,pop,alternative,alternative rnb,rnb,soul,pop",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Eleven,Khalid,1680315,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,https://api.spotify.com/v1/audio-analysis/1ToprX3cpBiXoAe5eNSk74,206361,4,"2020,2020s,rnb,khalid,summer walker,rnb,soul,pop",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Woah,Lil Baby,1680145,0.882,0.602,11,-5.5539999999999985,1,0.245,0.0177,0.0,0.17800000000000002,0.43,142.959,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4,"lil baby,hip hop,atlanta,trap,rap,hip hop,atlanta,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Skechers,DripReport,1678437,0.907,0.332,1,-9.828,1,0.0836,0.326,0.0168,0.109,0.277,99.998,https://api.spotify.com/v1/audio-analysis/4z2JaAVPemYJhFKm7e32RA,106031,4,"indian,india,pakistani,pakistan,rap,indian,india,pakistani",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Hear Me Now,Alok,1677569,0.7879999999999999,0.43,11,-7.7570000000000014,1,0.0419,0.537,0.0026100000000000003,0.0936,0.461,121.996,https://api.spotify.com/v1/audio-analysis/1a5Yu5L18qNxVhXx38njON,192846,4,"dance,electronic music,eletro,edm,electronic,electronic,dance,brazilian",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Soldi,Mahmood,1676481,0.69,0.581,3,-9.832,0,0.0466,0.0404,0.0,0.111,0.3720000000000001,94.904,https://api.spotify.com/v1/audio-analysis/2dxky69jKzbtUfA3Hl8Nuo,195476,4,"pop,eurovision song contest,eurovision,esc,eurovision song contest 2019,pop,italian,italy",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adictiva,Daddy Yankee,1674778,0.7879999999999999,0.7709999999999999,4,-3.2060000000000004,0,0.0563,0.29100000000000004,5.62e-05,0.172,0.701,99.038,https://api.spotify.com/v1/audio-analysis/6MJUCumnQsQEKbCy28tbCP,207853,4,"reggaeton,latin,hip hop,spanish,rap,reggaeton,latin,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
You Be Love (feat. Billy Raffoul),Avicii,1672593,0.826,0.466,4,-7.521,0,0.0425,0.0351,0.0092,0.0833,0.5479999999999999,124.95,https://api.spotify.com/v1/audio-analysis/12ip0ceCeszDTDFxDY1AXJ,207546,4,"house,electronic,dance,progressive house,electro house,house,electronic,dance",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Pure Water (with Migos),Mustard,1670193,0.68,0.5589999999999999,0,-5.545,1,0.129,0.172,0.0,0.318,0.13699999999999998,202.006,https://api.spotify.com/v1/audio-analysis/63cd4JkwGgYJrbOizbfmsp,194520,4,"rap,hip hop,west coast,hip hop,rnb,rap,hip hop,west coast",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Topanga,Trippie Redd,1670068,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,https://api.spotify.com/v1/audio-analysis/3tcnWNjEXyXCbFR9zonrX2,215364,4,"trippie redd,soul,gospel,trap,10s,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
lovely,Billie Eilish,1667732,0.35100000000000003,0.29600000000000004,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,https://api.spotify.com/v1/audio-analysis/1NJcg626wLln4pGHpiV7mf,200186,4,"pop,indie pop,electropop,indie,alternative rnb,pop,indie pop,electropop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
YO LE LLEGO,J Balvin,1666855,0.785,0.792,9,-4.695,0,0.0641,0.0104,0.0,0.104,0.528,155.036,https://api.spotify.com/v1/audio-analysis/0uIfrUwwg0Z7KTitul7E3T,249600,4,"reggaeton,pop,colombian,all",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,1666584,0.428,0.754,5,-6.416,0,0.179,0.3,0.0,0.136,0.394,125.948,https://api.spotify.com/v1/audio-analysis/3oHkMCVJyOcjg5FhfLc2Rq,315773,4,"east coast hip hop,hip hop,rap,trap,underground hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
After Party,Don Toliver,1666180,0.629,0.6920000000000001,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.94799999999995,https://api.spotify.com/v1/audio-analysis/527k23H0A4Q0UJN3vGs0Da,167916,4,"rap,trap,hip hop,texas, hip hop,rap,trap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Carolina,Harry Styles,1665672,0.624,0.6729999999999999,4,-4.017,0,0.0268,0.0005690000000000001,1.54e-06,0.104,0.458,121.986,https://api.spotify.com/v1/audio-analysis/3Dwq1oiOFys6Sxr5SslmXw,189613,4,"rock,pop,alternative,british,pop rock,rock,pop,alternative",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,1664037,0.932,0.578,9,-4.478,1,0.366,0.115,0.0,0.115,0.623,129.991,https://api.spotify.com/v1/audio-analysis/16oi4OiKmkO51l60F5R9kR,111173,4,"north carolina hip hop,rap",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Little Saint Nick - 1991 Remix,The Beach Boys,1663664,0.602,0.5529999999999999,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,https://api.spotify.com/v1/audio-analysis/5xlS0QkVrSH7ssEbBgBzbM,118840,4,"baroque rock,classic rock,rock,brill building pop,folk rock,psycheddelic rock,sunshine pop",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Another One Bites The Dust - Remastered 2011,Queen,1663155,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4,"classic rock,rock,hard rock,glam rock,80s,classic rock,rock,hard rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Urgency (feat. Syd),Lil Uzi Vert,1662870,0.619,0.784,1,-6.11,1,0.123,0.0326,2.85e-06,0.315,0.471,156.035,https://api.spotify.com/v1/audio-analysis/5KlPy74NOEAt8jC3FYURnQ,181161,4,"syd,lil uzi vert",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Not Ok,Kygo,1662548,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,https://api.spotify.com/v1/audio-analysis/6aoGtdWXBkYQ2O2wnyIz2x,210944,4,"kygo,electronic,house,chillout",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
El Amante,Nicky Jam,1662381,0.6829999999999999,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,219507,4,"latin,pop,latin pop,pop latino,best of 2017,reggaeton,latin,pop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Mary's Boy Child / Oh My Lord,Boney M.,1661583,0.7809999999999999,0.718,0,-8.722000000000001,1,0.0361,0.278,0.0,0.202,0.925,112.542,https://api.spotify.com/v1/audio-analysis/2qqZ5fOGuNvYVzgPFDLQ4l,241427,4,"chrismas instrumental,calming instrumental,neo classical,compositional ambient,piano cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
White Sand,Migos,1661140,0.8270000000000001,0.591,5,-7.504,0,0.0744,0.0307,0.0,0.273,0.402,142.113,https://api.spotify.com/v1/audio-analysis/2KokOIKdw4zZutDil85Ugh,202835,4,"hip hop,trap,rap,trap rap,hip hop,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Peace & Love,Charlie Charles,1660525,0.68,0.785,8,-5.313,1,0.0615,0.14,0.0,0.309,0.319,152.96200000000005,https://api.spotify.com/v1/audio-analysis/4BGmYEDOK1swwoxTtfmVZD,182745,4,"trap,rap,italian,instrumental,hip hop,rap,italian,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
All Time Low,Jon Bellion,1660027,0.617,0.5670000000000001,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,217603,4,"hip hop,hip hop,electronic,american,experimental,hip hop,hip hop,american",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Hold Up,Beyoncé,1659841,0.524,0.397,0,-11.936,1,0.405,0.745,0.0,0.521,0.552,80.744,https://api.spotify.com/v1/audio-analysis/0rzNMzZsubFcXSEh7dnem7,221093,4,"rnb,dancehall,pop,reggae,soul,rnb,pop,female vocalists",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
That's On Me,Mac Miller,1658533,0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.19899999999996,https://api.spotify.com/v1/audio-analysis/0udOCZp7yk0Ml92C0k8H8D,217868,3,"hip hop,rap,underground hip hop,hip hop,mac miller,hip hop,rap,underground hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Surf,Mac Miller,1658377,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,https://api.spotify.com/v1/audio-analysis/1kwnxJNVl7cwcU98RvMBaR,330507,4,"hip hop,rap,underground hip hop,hip hop,mac miller,hip hop,rap,underground hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Love Again,Dua Lipa,1653143,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,https://api.spotify.com/v1/audio-analysis/4rPkN1FMzQyFNP9cLUGIIB,258004,4,"pop,synthpop,british,female vocalists,electropop,pop,synthpop,british",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Sorry,Justin Bieber,1652812,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,https://api.spotify.com/v1/audio-analysis/69bp2EbF7Q2rqc5N3ylezZ,200787,4,"pop,party,justin bieber,love at first listen,dancehall,pop,rnb,justin bieber",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6 Kiss,Trippie Redd,1651570,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,https://api.spotify.com/v1/audio-analysis/7tgjDlQsMR8RvkdlNCJA58,199437,4,"hip hop,trap,rap,cloud rap,emo rap,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Diosa,Myke Towers,1650856,0.8009999999999999,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,0.245,104.965,https://api.spotify.com/v1/audio-analysis/3JHpk0DOTOzyh0777JFAky,214013,4,"reggaeton,latin rap,latin music,puerto rico,latin trap,reggaeton,latin rap,latin music",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,1648947,0.468,0.63,8,-6.5360000000000005,0,0.0843,0.31,0.0,0.13699999999999998,0.762,91.419,https://api.spotify.com/v1/audio-analysis/3FHXUqaUer9o231Je1zxIN,204507,4,"pop,2010s,ed sheeran,her,2019,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nobody's Love,Maroon 5,1648747,0.486,0.5670000000000001,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,https://api.spotify.com/v1/audio-analysis/3kwgqoBqTwoAH4nT29TYrq,211254,4,"2020,pop,fav,hope,e,pop,rock,pop rock",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
Forever Yours - Avicii Tribute,Kygo,1648616,0.529,0.612,10,-8.794,1,0.052000000000000005,0.253,0.0,0.246,0.434,119.272,https://api.spotify.com/v1/audio-analysis/3o1CUVeHIid49sabk6A6Nf,193847,4,"electronic,house,chillout,downtempo,tropical house,electronic,house,chillout",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Familiar,Liam Payne,1648136,0.636,0.805,9,-4.5939999999999985,1,0.327,0.0161,0.0,0.0793,0.908,92.958,https://api.spotify.com/v1/audio-analysis/0Y4hwUppbGc8aIBmiTz30A,196552,4,"pop,latin pop,bop,pop,rnb,british",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
So Am I,Ava Max,1647742,0.682,0.6559999999999999,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,https://api.spotify.com/v1/audio-analysis/0uUNN1nSoUx1A4fkDCWDQ7,183027,4,"pop,ava max,2010s,2019 single,2018,pop,female vocalists,electropop",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
On A Roll,Ashley O,1646722,0.737,0.81,5,-6.354,1,0.0896,0.077,0.0,0.0523,0.387,125.005,https://api.spotify.com/v1/audio-analysis/56JyMaElW79S7TDWh1Zw1m,154448,4,"pop,electronic,nine inch nails,soundtrack,electro pop,pop,miley cyrus,black mirror",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
EN CASITA,Bad Bunny,1646546,0.779,0.764,0,-8.217,1,0.0938,0.221,0.000669,0.0909,0.675,158.093,https://api.spotify.com/v1/audio-analysis/2DhNdoHxavs7Qtf5MnhZD0,176440,4,"latin,hip hop,reggaeton,trap,puerto rican,latin,hip hop,reggaeton",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Bon appétit,Katy Perry,1645813,0.797,0.792,6,-5.757999999999999,1,0.0607,0.111,7.879999999999999e-05,0.24,0.54,106.038,https://api.spotify.com/v1/audio-analysis/61WbtB6ujkpNAsAf5LjF4b,227822,4,"pop,dance,flop,2017,witness,pop,female vocalists,pop rock",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
Man's Not Hot,Big Shaq,1644960,0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.97299999999998,https://api.spotify.com/v1/audio-analysis/2nUJvBO87SkxCViQsLc9Zr,186027,4,"rap,hip hop,hip hop,comedy,postmodern rap,hip hop,comedy,grime",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Drip Too Hard,Lil Baby,1644842,0.9,0.653,1,-6.9620000000000015,0,0.289,0.0945,0.0,0.528,0.399,112.503,https://api.spotify.com/v1/audio-analysis/1BxkZE73h9BN3qwuA15TA3,145603,4,"hip hop,atlanta,trap,rap,hip hop,hip hop,atlanta,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Introduction,XXXTENTACION,1640239,0.475,0.00543,7,-20.584,1,0.0996,0.841,9.63e-05,0.113,0.568,135.578,https://api.spotify.com/v1/audio-analysis/0QSt5KmJzRqU1gFJJfQJ0Q,31200,5,"hip hop,rap,post nerdcore,XXXTENTACAION,21st century in music",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bola Rebola,Tropkillaz,1638534,0.8340000000000001,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,https://api.spotify.com/v1/audio-analysis/1OUPXna2MCgAt3VNmXJBtg,193440,4,"funk,pop,trap,brazilian,funk",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mayores,Becky G,1638335,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,https://api.spotify.com/v1/audio-analysis/7JNh1cfm0eXjqFVOzKLyau,202453,4,"reggaeton,latin,pop,latin pop,pop latino,pop,hip hop,female vocalists",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
"Go Loko (feat. Tyga, Jon Z)",YG,1637822,0.88,0.67,2,-5.1770000000000005,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,https://api.spotify.com/v1/audio-analysis/1kK6DwzyXJSp58u5HYWwuD,299227,4,"hip hop,rap,west coast,russian",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sweet Creature,Harry Styles,1637574,0.4270000000000001,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,https://api.spotify.com/v1/audio-analysis/13sXuI5RjMHm7dz7O3spYs,224867,4,"alternative,rock,pop,pop rock,folk,rock,pop,alternative",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Crushed Up,Future,1636425,0.782,0.599,10,-6.817,0,0.209,0.0372,0.0,0.175,0.586,157.999,https://api.spotify.com/v1/audio-analysis/7AYuSG1LoaaFVKjOxsB6Vh,150323,4,"mumble rap,future,hip hop,rap,trap,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Moon,BTS,1635935,0.703,0.6459999999999999,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,https://api.spotify.com/v1/audio-analysis/1xfXXujIlLZAx5wpu46Nyk,208590,4,"k pop,bts,kpop,pop,korean,k pop,bts,kpop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
get well soon,Ariana Grande,1635443,0.604,0.449,9,-6.564,0,0.0353,0.657,0.0,0.0932,0.528,100.355,https://api.spotify.com/v1/audio-analysis/7u6DMPznGbpziuEgCE0JGQ,322027,4,"pop,rnb,female vocalists,ariana grande,love at first listen,pop,rnb,female vocalists",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
10 Freaky Girls (with 21 Savage),Metro Boomin,1633721,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,https://api.spotify.com/v1/audio-analysis/43lYaovU2FoeuBMNusVVVW,208293,4,"trap,rap,hip hop,hip hop,rnb,trap,rap,hip hop",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Something Special,Pop Smoke,1633149,0.7390000000000001,0.616,7,-6.962999999999999,0,0.0338,0.252,1.93e-06,0.101,0.654,91.071,https://api.spotify.com/v1/audio-analysis/5kkaSMcf4BFlhRRICCKZb6,158466,4,"rap,hip hop,drill,trap,pop smoke,rap,hip hop,drill",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JAPAN,Famous Dex,1631110,0.733,0.6779999999999999,6,-7.771,1,0.439,0.121,0.0,0.345,0.841,175.984,https://api.spotify.com/v1/audio-analysis/4lTiuD1DwBKo4L7wqMkD7C,144149,4,"famous dex,hip hop,rap,trap,urban,drill,hip hop,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Swish Swish,Katy Perry,1630811,0.835,0.7190000000000001,5,-5.167000000000002,0,0.0559,0.0182,1.9e-05,0.127,0.532,119.946,https://api.spotify.com/v1/audio-analysis/3VRk65lHSwqd90TAkQqhvB,242174,4,"pop,dance,rap,katy perry,nicki minaj,pop,female vocalists,pop rock",0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
Amanece,Anuel AA,1630678,0.79,0.631,8,-5.549,0,0.0425,0.4370000000000001,0.0,0.158,0.889,94.039,https://api.spotify.com/v1/audio-analysis/1LiN0Z98FkR1t0m8KmLcAH,190005,4,"latin trap,reggaeton,trap,hip hop,latin,reggaeton,trap,latin trap",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Ransom (with Juice WRLD) - Remix,Lil Tecca,1630261,0.6829999999999999,0.667,2,-6.436,0,0.276,0.0105,0.0,0.076,0.373,180.005,https://api.spotify.com/v1/audio-analysis/5DSfqrLkUHLZ9bW0SS3rVy,171227,4,"hip hop,rap,lil tecca,trap,new york,hip hop,rap,lil tecca",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chloraseptic (feat. Phresher),Eminem,1630021,0.898,0.753,1,-6.336,1,0.275,0.0416,0.0,0.253,0.414,132.066,https://api.spotify.com/v1/audio-analysis/13aKdwvdGjuZDv2OOKyvs7,301147,4,"rap,hip hop,eminem,hip hop,pop,rap,hip hop,eminem",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cozy Little Christmas,Katy Perry,1629910,0.774,0.608,7,-6.2639999999999985,1,0.128,0.128,0.0,0.0895,0.56,137.494,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4,"holiday,pop,christmas,pop,female vocalists,pop rock",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Secure The Bag,Lil Uzi Vert,1629238,0.8029999999999999,0.7190000000000001,0,-4.485,1,0.392,0.344,0.0,0.425,0.5489999999999999,129.945,https://api.spotify.com/v1/audio-analysis/7gHZGXSJzM29WA384suYY2,238425,4,"trap,hip hop,rap,yeah,lil uzi vert,trap,hip hop,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SUGA's Interlude,Halsey,1629008,0.55,0.732,0,-6.88,1,0.105,0.0864,0.0,0.0425,0.246,153.836,https://api.spotify.com/v1/audio-analysis/5a0nHa7F4S9hb0Zi0zLS8w,138205,4,"pop,korean,suga,bts,halsey,pop,indie,indie pop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Isis,Joyner Lucas,1627345,0.918,0.8370000000000001,1,-6.792000000000002,1,0.255,0.234,0.0,0.227,0.855,120.017,https://api.spotify.com/v1/audio-analysis/36TO60sxDduIsO3xH8IcUh,236000,4,"hip hop,rap,hip hop,biracial,electronic,rap,hip hop,trap",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
